#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0          10       -0.0024137552    0.000464108    -0.0051274227    0.000641016   -0.00082865788    0.000331328       112.43%    -65.67%
          10          20        0.0027590974    0.000880322    -0.0013145676     0.00122507     0.0048192528    0.000631175      -147.64%     74.67%
          20          30         0.012268220    0.000469096     0.0085591483    0.000656732      0.013651953    0.000337433       -30.23%     11.28%
          30          40         0.023561494    0.000702524      0.020761337    0.000980767      0.024362078    0.000669959       -11.88%      3.40%
          40          50         0.035858520     0.00105121      0.034194634     0.00146703      0.036631283     0.00100353        -4.64%      2.16%
          50          60         0.050158788    0.000769996      0.047457426    0.000583537      0.051417105     0.00104155        -5.39%      2.51%
          60          70         0.065375141     0.00114867      0.061078289    0.000870683      0.068385305     0.00121082        -6.57%      4.60%
          70          80         0.081668572     0.00119394      0.075477762    0.000862114      0.086662816     0.00161289        -7.58%      6.12%
          80          90         0.098567494    0.000981886      0.090380540    0.000707989       0.10560074     0.00132416        -8.31%      7.14%
          90         100          0.11668437     0.00132659       0.10626980    0.000951330       0.12603608     0.00178787        -8.93%      8.01%
         100         110          0.13525975     0.00122815       0.12252745    0.000884092       0.14695199     0.00165392        -9.41%      8.64%
         110         120          0.15380535     0.00143166       0.13894127     0.00102896       0.16758593     0.00192591        -9.66%      8.96%
         120         130          0.17424997    0.000845646       0.15650293    0.000604059       0.19102369     0.00113067       -10.18%      9.63%
         130         140          0.18925424    0.000312428       0.16814091    0.000219357       0.21037667    0.000458828       -11.16%     11.16%
         140         150          0.19440161    0.000224760       0.17085993    0.000165825       0.21944374    0.000314613       -12.11%     12.88%
         150         160          0.19022050    0.000351769       0.16576189    0.000369272       0.21726665    0.000481384       -12.86%     14.22%
         160         170          0.18026500    0.000527910       0.15585255    0.000387189       0.20809590    0.000424136       -13.54%     15.44%
         170         180          0.16644475    0.000565980       0.14291429    0.000412950       0.19391421    0.000786512       -14.14%     16.50%
         180         190          0.15059328    0.000858510       0.12857026    0.000625165       0.17674257    0.000824367       -14.62%     17.36%
