#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0          10        0.0017865858     0.00193854    0.00058237493     0.00124423     0.0050036664     0.00314801       -67.40%    180.07%
          10          20        0.0018322945     0.00104108     0.0018056218    0.000996389     0.0025463467    0.000678284        -1.46%     38.97%
          20          30        0.0069004313     0.00126512     0.0044312593     0.00187806     0.0090230280    0.000832921       -35.78%     30.76%
          30          40         0.021046379     0.00150870      0.020042517     0.00226771      0.022101983     0.00103337        -4.77%      5.02%
          40          50         0.031809612     0.00168199      0.029698760     0.00263308      0.033044757    0.000978275        -6.64%      3.88%
          50          60         0.049433640     0.00171118      0.048787368     0.00242133      0.049703288     0.00161948        -1.31%      0.55%
          60          70         0.066908474     0.00303651      0.065593673     0.00198985      0.067240448     0.00284921        -1.97%      0.50%
          70          80         0.080574901     0.00271105      0.079043309     0.00433974      0.082785291     0.00480521        -1.90%      2.74%
          80          90          0.10319372     0.00179394       0.10017942     0.00131805       0.10438688     0.00254583        -2.92%      1.16%
          90         100          0.12199637     0.00183433       0.11863888     0.00126644       0.12261003     0.00171195        -2.75%      0.50%
         100         110          0.14580904     0.00399632       0.14004547     0.00264368       0.14966769     0.00676441        -3.95%      2.65%
         110         120          0.16556875     0.00199354       0.15892947     0.00138187       0.16981164     0.00302416        -4.01%      2.56%
         120         130          0.18630510     0.00356438       0.17915324     0.00239828       0.19000045     0.00550159        -3.84%      1.98%
         130         140          0.20216367     0.00206627       0.19499922     0.00155234       0.20399523     0.00285234        -3.54%      0.91%
         140         150          0.20871711     0.00254802       0.20108176     0.00174486       0.20993549     0.00365683        -3.66%      0.58%
         150         160          0.20826529     0.00229918       0.19970761     0.00158960       0.21009073     0.00326000        -4.11%      0.88%
         160         170          0.20371513     0.00206177       0.19353571     0.00139617       0.20760573     0.00299010        -5.00%      1.91%
         170         180          0.18977625     0.00207528       0.17980486     0.00135746       0.19342764     0.00310363        -5.25%      1.92%
         180         190          0.17339819     0.00201231       0.16382701     0.00135079       0.17710329     0.00309659        -5.52%      2.14%
         190         200          0.15827827     0.00162245       0.14852751     0.00106770       0.16229861     0.00283993        -6.16%      2.54%
         200         210          0.14087869     0.00207768       0.13255194     0.00107978       0.14511993     0.00333119        -5.91%      3.01%
         210         220          0.12498041     0.00158917       0.11635341    0.000927976       0.12747515     0.00270136        -6.90%      2.00%
         220         230          0.10871804     0.00198412       0.10123819     0.00115117       0.11240254     0.00316451        -6.88%      3.39%
         230         240         0.096022380     0.00108684      0.088960380    0.000756572       0.10013689     0.00160553        -7.35%      4.28%
         240         250         0.080105975     0.00143953      0.074683255     0.00101441      0.082440839     0.00224158        -6.77%      2.91%
         250         260         0.072183635     0.00124522      0.066317643    0.000732166      0.075090128     0.00141574        -8.13%      4.03%
         260         270         0.061523917    0.000757905      0.056688728    0.000472159      0.064227561    0.000937840        -7.86%      4.39%
         270         280         0.051816857    0.000994349      0.047940378    0.000587627      0.053728431     0.00156483        -7.48%      3.69%
         280         290         0.045306173    0.000605716      0.041716929    0.000380355      0.047280493     0.00111560        -7.92%      4.36%
         290         300         0.038494328    0.000905678      0.035517495    0.000534201      0.040034510     0.00139590        -7.73%      4.00%
         300         310         0.033692404    0.000525734      0.030861885    0.000325886      0.035334268    0.000790566        -8.40%      4.87%
         310         320         0.028898499    0.000368143      0.026461762    0.000240464      0.030297146    0.000534195        -8.43%      4.84%
