#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0          10         0.015752234    0.000343477      0.012321316    0.000250913      0.020635974    0.000481492       -21.78%     31.00%
          10          20         0.036303743    0.000532375      0.029040040    0.000388451      0.046386416    0.000747271       -20.01%     27.77%
          20          30         0.053066369    0.000648424      0.043080575    0.000473320      0.066651127    0.000909800       -18.82%     25.60%
          30          40         0.068945073    0.000815371      0.056559681    0.000594513      0.085527264     0.00114565       -17.96%     24.05%
          40          50         0.087299304     0.00100040      0.072032623    0.000729703       0.10750758     0.00140482       -17.49%     23.15%
          50          60         0.099980390     0.00105286      0.083456128    0.000768860       0.12139052     0.00147651       -16.53%     21.41%
          60          70          0.12204868     0.00108676       0.10189862    0.000793596       0.14811156     0.00152420       -16.51%     21.35%
          70          80          0.13692598     0.00118171       0.11517641    0.000862950       0.16458836     0.00165724       -15.88%     20.20%
          80          90          0.15884375     0.00133713       0.13370855    0.000976127       0.19070868     0.00187584       -15.82%     20.06%
          90         100          0.17414292     0.00141810       0.14747380     0.00103471       0.20740777     0.00199058       -15.31%     19.10%
         100         110          0.19325153     0.00138832       0.16411209     0.00101318       0.22927086     0.00194840       -15.08%     18.64%
         110         120          0.20973272     0.00151318       0.17902806     0.00110514       0.24704915     0.00212180       -14.64%     17.79%
         120         130          0.21157913     0.00162646       0.18309105     0.00118757       0.24456696     0.00228133       -13.46%     15.59%
         130         140          0.20270022     0.00164352       0.17749287     0.00119944       0.23031579     0.00230663       -12.44%     13.62%
         140         150          0.18433886     0.00161638       0.16321394     0.00117879       0.20598944     0.00227034       -11.46%     11.74%
         150         160          0.16310570     0.00155614       0.14585283     0.00113372       0.17945448     0.00218822       -10.58%     10.02%
         160         170          0.13810148     0.00143520       0.12517075     0.00104450       0.14868888     0.00202072        -9.36%      7.67%
         170         180          0.12329945     0.00129094       0.11167838    0.000938156       0.13275542     0.00182061        -9.43%      7.67%
         180         190          0.10155993     0.00117587      0.093141592    0.000853473       0.10707344     0.00166070        -8.29%      5.43%
         190         200         0.086323643     0.00102105      0.079465690    0.000739676      0.090476631     0.00135795        -7.94%      4.81%
         200         210         0.071044055    0.000877241      0.066017643    0.000634491      0.073535525     0.00116505        -7.08%      3.51%
         210         220         0.061492462    0.000748586      0.056962458    0.000540623      0.063865208    0.000992695        -7.37%      3.86%
         220         230         0.051115111    0.000662685      0.047596189    0.000477957      0.052694645    0.000877606        -6.88%      3.09%
         230         240         0.042050187    0.000576700      0.039429214    0.000415545      0.042958991    0.000762763        -6.23%      2.16%
         240         250         0.036104094    0.000494076      0.033731069    0.000355588      0.037011047    0.000652707        -6.57%      2.51%
         250         260         0.029610271    0.000465052      0.027867748    0.000333338      0.030070095    0.000613022        -5.88%      1.55%
         260         270         0.024722562    0.000418076      0.023332148    0.000299251      0.025004594    0.000550439        -5.62%      1.14%
         270         280         0.020672977    0.000333875      0.019563758    0.000239478      0.020819753    0.000439514        -5.37%      0.71%
         280         290         0.017444608    0.000289109      0.016520102    0.000207114      0.017545722    0.000380157        -5.30%      0.58%
         290         300         0.014788415    0.000250609      0.014008047    0.000179310      0.014867774    0.000329182        -5.28%      0.54%
         300         310         0.012559575    0.000223747      0.011900412    0.000160006      0.012616694    0.000293623        -5.25%      0.45%
         310         320         0.010144130    0.000197617     0.0097106037    0.000284022      0.010180379    0.000180915        -4.27%      0.36%
         320         330        0.0091482427    0.000182385     0.0086541958    0.000129922     0.0091984223    0.000201075        -5.40%      0.55%
         330         340        0.0072936807    0.000159958     0.0069186450    0.000231200     0.0073279023    0.000145424        -5.14%      0.47%
         340         350        0.0066006485    0.000127903     0.0062681072    9.11777e-05     0.0066271745    0.000141109        -5.04%      0.40%
         350         360        0.0055396064    0.000116672     0.0052935265    8.31109e-05     0.0055454345    0.000106094        -4.44%      0.11%
         360         370        0.0046799606    0.000104227     0.0044541036    0.000150490     0.0046944850    9.46520e-05        -4.83%      0.31%
         370         380        0.0040686160    9.69567e-05     0.0038934549    6.88279e-05     0.0040736982    8.77383e-05        -4.31%      0.12%
         380         390        0.0036044171    8.59652e-05     0.0034306710    6.09405e-05     0.0036106358    9.57286e-05        -4.82%      0.17%
         390         400        0.0032043594    7.26004e-05     0.0030303310    5.15344e-05     0.0032193602    8.08181e-05        -5.43%      0.47%
         400         410        0.0025974133    6.61778e-05     0.0024481155    9.59583e-05     0.0026066061    5.97128e-05        -5.75%      0.35%
         410         420        0.0023478401    6.06742e-05     0.0022382357    4.30543e-05     0.0023505723    6.76736e-05        -4.67%      0.12%
         420         430        0.0019455768    5.43347e-05     0.0018145927    7.87868e-05     0.0019555304    4.89527e-05        -6.73%      0.51%
         430         440        0.0017895322    4.71610e-05     0.0017065839    3.34066e-05     0.0017912591    5.27853e-05        -4.64%       0.1%
         440         450        0.0015297184    4.23805e-05     0.0014419770    6.16042e-05     0.0015340481    3.80549e-05        -5.74%      0.28%
         450         460        0.0013798509    3.80941e-05     0.0013164516    2.69630e-05     0.0013798509    3.80941e-05        -4.59%   0.00000%
         460         470        0.0011806179    3.51515e-05     0.0011137413    5.11363e-05     0.0011821398    3.15092e-05        -5.66%      0.13%
