#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         560         570       0.00039133508    1.71485e-05    0.00035905783    2.50625e-05    0.00039363498    1.52353e-05        -8.25%      0.59%
         570         580       0.00038444833    1.53794e-05    0.00036366523    1.08348e-05    0.00038559622    1.74735e-05        -5.41%      0.30%
         580         590       0.00030908523    1.44486e-05    0.00028009983    2.11055e-05    0.00031133184    1.28297e-05        -9.38%      0.73%
         590         600       0.00030460138    1.33741e-05    0.00028975730    9.42754e-06    0.00030460138    1.33741e-05        -4.87%   0.00000%
         600         610       0.00027995642    1.31978e-05    0.00026467550    9.27356e-06    0.00028076422    1.50523e-05        -5.46%      0.29%
         610         620       0.00022974880    1.98613e-05    0.00021174120    3.03403e-05    0.00023036996    1.69429e-05        -7.84%      0.27%
         620         630       0.00021441867    1.86541e-05    0.00019887812    2.86296e-05    0.00021559888    1.58423e-05        -7.25%      0.55%
         630         640       0.00021570328    9.73217e-06    0.00020153579    6.85041e-06    0.00021843569    1.24816e-05        -6.57%      1.27%
         640         650       0.00017304728    9.07694e-06    0.00015892430    1.32986e-05    0.00017376908    8.01938e-06        -8.16%      0.42%
         650         660       0.00015851018    8.44103e-06    0.00014599255    1.23708e-05    0.00015911946    7.45325e-06        -7.90%      0.38%
         660         670       0.00014787188    8.05812e-06    0.00013840800    1.18116e-05    0.00014800024    7.11106e-06        -6.40%      0.09%
         670         680       0.00012768115    7.41471e-06    0.00011706612    1.08651e-05    0.00012799893    6.54240e-06        -8.31%      0.25%
         680         690       0.00011731015    6.65663e-06    0.00010817207    9.75826e-06    0.00011746777    5.87019e-06        -7.79%      0.13%
         690         700       0.00011861295    6.21349e-06    0.00011152825    4.36581e-06    0.00011924497    7.12794e-06        -5.97%      0.53%
         700         710       0.00010425828    6.02727e-06    9.8482312e-05    4.23792e-06    0.00010448883    6.91197e-06        -5.54%      0.22%
         710         720       9.1705134e-05    5.85156e-06    8.5473431e-05    8.60091e-06    9.1841325e-05    5.14703e-06        -6.80%      0.15%
         720         730       7.9113401e-05    5.41624e-06    7.1494448e-05    7.97877e-06    7.9631966e-05    4.75263e-06        -9.63%      0.66%
         730         740       7.4168327e-05    4.85542e-06    6.7761264e-05    7.13181e-06    7.4417356e-05    4.26852e-06        -8.64%      0.34%
         740         750       7.3869410e-05    4.50473e-06    6.9548605e-05    3.16504e-06    7.4146581e-05    5.18027e-06        -5.85%      0.38%
         750         760       6.2521149e-05    4.26003e-06    5.8006959e-05    6.26449e-06    6.2543010e-05    3.73926e-06        -7.22%      0.03%
         760         770       5.7801564e-05    3.98110e-06    5.3302170e-05    5.85578e-06    5.7878402e-05    3.49221e-06        -7.78%      0.13%
         770         780       5.6302873e-05    3.80240e-06    5.3003954e-05    2.66655e-06    5.6527995e-05    4.38680e-06        -5.86%      0.40%
         780         790       5.0901162e-05    3.61046e-06    4.8268728e-05    2.52925e-06    5.0901162e-05    3.61046e-06        -5.17%   0.00000%
         790         800       4.5222150e-05    3.51287e-06    4.2023244e-05    5.17904e-06    4.5222150e-05    3.51287e-06        -7.07%   0.00000%
         800         810       4.5263441e-05    4.03980e-06    4.2325435e-05    2.82852e-06    4.5709919e-05    5.14629e-06        -6.49%      0.99%
         810         820       3.1797503e-05    3.72611e-06    2.6046737e-05    5.48474e-06    3.2587268e-05    3.26161e-06       -18.09%      2.48%
         820         830       4.1222425e-05    2.86482e-06    3.7889388e-05    2.00565e-06    4.2455612e-05    3.64530e-06        -8.09%      2.99%
         830         840       2.9422266e-05    2.79475e-06    2.5769534e-05    4.12471e-06    2.9743548e-05    2.43953e-06       -12.41%      1.09%
         840         850       2.5234471e-05    2.53040e-06    2.1242120e-05    3.73600e-06    2.5736735e-05    2.20815e-06       -15.82%      1.99%
         850         860       3.4188880e-05    2.47408e-06    3.1067774e-05    1.73131e-06    3.5551236e-05    3.14562e-06        -9.13%      3.98%
         860         870       2.3774814e-05    2.30557e-06    2.1397125e-05    3.40443e-06    2.3829340e-05    2.01068e-06       -10.00%      0.23%
         870         880       2.2712441e-05    2.10368e-06    2.0946273e-05    3.09979e-06    2.2712441e-05    2.10368e-06        -7.78%   0.00000%
         880         890       2.1237141e-05    2.18632e-06    1.9390485e-05    3.21631e-06    2.1392548e-05    1.91445e-06        -8.70%      0.73%
         890         900       1.9075816e-05    2.05315e-06    1.7162798e-05    3.01984e-06    1.9252530e-05    1.79818e-06       -10.03%      0.93%
         900         910       1.7744790e-05    1.78529e-06    1.6385909e-05    2.62470e-06    1.7744790e-05    1.78529e-06        -7.66%   0.00000%
         910         920       1.8069260e-05    1.70954e-06    1.7048307e-05    1.20219e-06    1.8069260e-05    1.70954e-06        -5.65%   0.00000%
         920         930       1.6163758e-05    1.69186e-06    1.5166109e-05    1.18481e-06    1.6367982e-05    1.96930e-06        -6.17%      1.26%
         930         940       1.5692105e-05    1.71262e-06    1.4659317e-05    1.19783e-06    1.5855287e-05    1.99571e-06        -6.58%      1.04%
         940         950       1.3304638e-05    1.60854e-06    1.2226377e-05    2.37373e-06    1.3304638e-05    1.60854e-06        -8.10%   0.00000%
         950         960       1.0822172e-05    1.41400e-06    9.2563265e-06    2.09213e-06    1.0957879e-05    1.22945e-06       -14.47%      1.25%
         960         970       1.1875694e-05    1.23223e-06    1.1198338e-05    8.64364e-07    1.1889917e-05    1.43506e-06        -5.70%      0.12%
         970         980       1.2902750e-05    1.30337e-06    1.1703855e-05    9.11852e-07    1.3385260e-05    1.65096e-06        -9.29%      3.74%
         980         990       9.0354500e-06    1.31318e-06    7.8619576e-06    1.94062e-06    9.1591073e-06    1.14136e-06       -12.99%      1.37%
         990        1000       7.7495506e-06    1.16733e-06    6.4964656e-06    1.72936e-06    7.8603340e-06    9.39258e-07       -16.17%      1.43%
