#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0          10        0.0024548010     0.00209230    0.00099449573     0.00133225     0.0061415695     0.00341698       -59.49%    150.19%
          10          20        0.0016407957    0.000965363     0.0015776834    0.000923706     0.0024360634    0.000651914        -3.85%     48.47%
          20          30        0.0073505486     0.00147557     0.0052841425     0.00217498     0.0094749226     0.00101875       -28.11%     28.90%
          30          40         0.019949269     0.00162954      0.017830183     0.00237040      0.021745837     0.00112894       -10.62%      9.01%
          40          50         0.033766360     0.00150543      0.031301107     0.00215347      0.035464771     0.00108119        -7.30%      5.03%
          50          60         0.051909564     0.00247690      0.050873174     0.00414966      0.052317185     0.00234217        -2.00%      0.79%
          60          70         0.068222624     0.00197203      0.066524618     0.00336966      0.068711022     0.00182107        -2.49%      0.72%
          70          80         0.087730537     0.00184217      0.086099349     0.00135054      0.088197530     0.00175597        -1.86%      0.53%
          80          90          0.10888757     0.00329389       0.10595847     0.00218621       0.10972024     0.00517963        -2.69%      0.76%
          90         100          0.13034118     0.00195276       0.12616480     0.00143457       0.13195077     0.00274847        -3.20%      1.23%
         100         110          0.15300842     0.00231117       0.14741611     0.00165160       0.15620481     0.00358033        -3.65%      2.09%
         110         120          0.17463125     0.00261206       0.16801316     0.00178123       0.17851023     0.00440628        -3.79%      2.22%
         120         130          0.19826876     0.00359971       0.19065265     0.00242884       0.20223861     0.00555597        -3.84%      2.00%
         130         140          0.21608196     0.00243167       0.20806357     0.00180691       0.21875066     0.00337825        -3.71%      1.24%
         140         150          0.22556204     0.00282194       0.21624861     0.00187852       0.22884862     0.00420250        -4.13%      1.46%
         150         160          0.22338665     0.00265976       0.21392779     0.00175590       0.22593253     0.00400533        -4.23%      1.14%
         160         170          0.21836103     0.00294478       0.20733760     0.00186357       0.22248440     0.00460277        -5.05%      1.89%
         170         180          0.20107494     0.00309101       0.19099614     0.00188719       0.20438054     0.00494395        -5.01%      1.64%
         180         190          0.18559453     0.00182744       0.17549291     0.00124465       0.18942455     0.00261158        -5.44%      2.06%
         190         200          0.16849423     0.00219806       0.15849011     0.00134184       0.17277009     0.00351777        -5.94%      2.54%
         200         210          0.14784001     0.00207349       0.13919278     0.00128175       0.15124225     0.00321409        -5.85%      2.30%
         210         220          0.13389769     0.00135820       0.12491396    0.000911557       0.13842492     0.00195944        -6.71%      3.38%
         220         230          0.11629170     0.00174139       0.10846083     0.00107911       0.12003359     0.00268383        -6.73%      3.22%
         230         240          0.10050798     0.00101539      0.093654876    0.000686277       0.10373864     0.00144664        -6.82%      3.21%
         240         250         0.086948894     0.00168204      0.080919096     0.00100610      0.089835076     0.00262131        -6.93%      3.32%
         250         260         0.076031337    0.000851538      0.070415020    0.000543445      0.079011234     0.00128971        -7.39%      3.92%
         260         270         0.064992391     0.00112128      0.060234345    0.000670546      0.067382018     0.00174464        -7.32%      3.68%
         270         280         0.057184503     0.00108291      0.052679690    0.000640043      0.059684315     0.00170514        -7.88%      4.37%
         280         290         0.049199438    0.000557124      0.045145858    0.000343022      0.051658459    0.000876090        -8.24%      5.00%
         290         300         0.042102217    0.000831773      0.038673955    0.000505166      0.044042774     0.00126923        -8.14%      4.61%
         300         310         0.035296134    0.000811608      0.032673127    0.000473242      0.036554524     0.00126884        -7.43%      3.57%
         310         320         0.030784594    0.000667447      0.028346141    0.000400917      0.032065421     0.00102465        -7.92%      4.16%
         320         330         0.026519260    0.000430565      0.024374146    0.000263862      0.027539858    0.000790758        -8.09%      3.85%
         330         340         0.023361553    0.000431463      0.021317811    0.000261032      0.024592259    0.000650064        -8.75%      5.27%
         340         350         0.019513687    0.000330071      0.017955427    0.000211393      0.020302477    0.000480784        -7.99%      4.04%
         350         360         0.017142181    0.000347146      0.015821262    0.000178425      0.017909173    0.000538300        -7.71%      4.47%
         360         370         0.014802092    0.000371137      0.013580089    0.000222636      0.015440546    0.000495474        -8.26%      4.31%
         370         380         0.012958021    0.000234713      0.011871418    0.000141932      0.013573215    0.000355790        -8.39%      4.75%
         380         390         0.011119223    0.000279603      0.010210203    0.000165473      0.011601876    0.000420738        -8.18%      4.34%
         390         400        0.0097219286    0.000154689     0.0088650167    0.000103892      0.010207044    0.000216698        -8.81%      4.99%
         400         410        0.0084675063    0.000136229     0.0077555311    9.12067e-05     0.0088493943    0.000190984        -8.41%      4.51%
         410         420        0.0076013809    0.000117581     0.0068971034    7.72292e-05     0.0080118307    0.000176906        -9.27%      5.40%
         420         430        0.0067026317    0.000104615     0.0060626385    7.10273e-05     0.0071070803    0.000172122        -9.55%      6.03%
         430         440        0.0057766641    0.000123612     0.0052736894    7.69045e-05     0.0060528150    0.000184307        -8.71%      4.78%
         440         450        0.0051623513    7.72093e-05     0.0046668456    5.53970e-05     0.0054716497    0.000107475        -9.60%      5.99%
         450         460        0.0044393502    7.76664e-05     0.0040413109    5.13687e-05     0.0046703548    0.000109319        -8.97%      5.20%
         460         470        0.0039478744    7.42778e-05     0.0035806764    5.03568e-05     0.0041711003    0.000102558        -9.30%      5.65%
         470         480        0.0033497612    6.38871e-05     0.0030729256    4.21849e-05     0.0034660852    9.64263e-05        -8.26%      3.47%
         480         490        0.0030500893    6.37140e-05     0.0027735338    4.26289e-05     0.0032109136    8.89612e-05        -9.07%      5.27%
         490         500        0.0027982852    5.27522e-05     0.0025247525    3.61103e-05     0.0029626070    8.84697e-05        -9.78%      5.87%
         500         510        0.0023691835    5.47508e-05     0.0021710323    3.64268e-05     0.0024657055    0.000103477        -8.36%      4.07%
         510         520        0.0021065057    4.32007e-05     0.0019233566    2.92489e-05     0.0022043758    5.93588e-05        -8.69%      4.65%
         520         530        0.0019626322    4.29352e-05     0.0017610765    2.84561e-05     0.0020769054    7.54632e-05       -10.27%      5.82%
         530         540        0.0016103018    4.57570e-05     0.0014846874    3.05561e-05     0.0016617340    6.35730e-05        -7.80%      3.19%
         540         550        0.0015849419    4.01734e-05     0.0014267357    2.67839e-05     0.0016850344    6.38629e-05        -9.98%      6.32%
         550         560        0.0013251071    3.75979e-05     0.0012102791    2.45371e-05     0.0013832456    5.32827e-05        -8.67%      4.39%
         560         570        0.0012772450    2.86175e-05     0.0011457840    1.96390e-05     0.0013697162    4.44389e-05       -10.29%      7.24%
         570         580        0.0011058289    2.92747e-05     0.0010075834    1.94934e-05     0.0011589861    4.08892e-05        -8.88%      4.81%
         580         590       0.00094799273    3.54874e-05    0.00087246818    2.28398e-05    0.00098529784    5.03779e-05        -7.97%      3.94%
         590         600       0.00093501192    2.99535e-05    0.00084625611    2.35571e-05     0.0010213192    4.69941e-05        -9.49%      9.23%
         600         610       0.00080970470    2.50276e-05    0.00072932055    1.58714e-05    0.00086485230    4.01458e-05        -9.93%      6.81%
         610         620       0.00070883724    2.29317e-05    0.00065456594    1.52673e-05    0.00073702028    3.25569e-05        -7.66%      3.98%
         620         630       0.00064906676    2.05449e-05    0.00059225060    1.37465e-05    0.00068090232    2.91778e-05        -8.75%      4.90%
         630         640       0.00060095227    2.45429e-05    0.00054789175    1.57157e-05    0.00062906757    3.54334e-05        -8.83%      4.68%
         640         650       0.00052874521    2.04146e-05    0.00048005436    1.39219e-05    0.00055424278    2.84379e-05        -9.21%      4.82%
         650         660       0.00046745226    2.09167e-05    0.00042876601    1.33158e-05    0.00048117658    3.04876e-05        -8.28%      2.94%
         660         670       0.00043918795    1.64575e-05    0.00039732168    1.10180e-05    0.00046633869    2.64227e-05        -9.53%      6.18%
         670         680       0.00039115388    1.62204e-05    0.00035775616    1.05727e-05    0.00040809726    2.28707e-05        -8.54%      4.33%
         680         690       0.00037147774    1.57338e-05    0.00033158646    1.04497e-05    0.00039904081    2.47451e-05       -10.74%      7.42%
         690         700       0.00032580754    1.27314e-05    0.00029794004    8.56526e-06    0.00033963269    1.76999e-05        -8.55%      4.24%
         700         710       0.00030744591    1.06063e-05    0.00027594425    7.25696e-06    0.00033070071    1.69503e-05       -10.25%      7.56%
         710         720       0.00027179182    1.18236e-05    0.00024966277    7.86210e-06    0.00028245786    1.66280e-05        -8.14%      3.92%
         720         730       0.00022793127    1.20230e-05    0.00021369048    7.18727e-06    0.00023015127    1.72767e-05        -6.25%      0.97%
         730         740       0.00023261795    8.61299e-06    0.00021024831    5.97326e-06    0.00024516728    1.16851e-05        -9.62%      5.39%
         740         750       0.00021181800    1.11301e-05    0.00019297816    7.41708e-06    0.00022041008    1.55884e-05        -8.89%      4.06%
         750         760       0.00018478361    9.86950e-06    0.00016843499    6.77644e-06    0.00019326228    1.52710e-05        -8.85%      4.59%
         760         770       0.00017342787    7.25673e-06    0.00015777173    4.94253e-06    0.00018246906    1.15007e-05        -9.03%      5.21%
         770         780       0.00015147570    8.23104e-06    0.00014206639    5.31831e-06    0.00015369241    1.17431e-05        -6.21%      1.46%
         780         790       0.00015625354    8.30239e-06    0.00013991994    5.32109e-06    0.00016745846    1.34955e-05       -10.45%      7.17%
         790         800       0.00013114690    6.74679e-06    0.00011889007    4.47619e-06    0.00013736819    9.35824e-06        -9.35%      4.74%
         800         810       0.00012991351    6.61816e-06    0.00011680580    4.53552e-06    0.00013747285    9.01471e-06       -10.09%      5.82%
         810         820       0.00010518520    8.54674e-06    9.8767560e-05    5.45650e-06    0.00010593273    9.76966e-06        -6.10%      0.71%
         820         830       0.00011442173    4.71749e-06    0.00010077913    3.26657e-06    0.00012528506    7.29680e-06       -11.92%      9.49%
         830         840       9.7644803e-05    5.00919e-06    8.8157016e-05    3.44761e-06    0.00010351280    6.76919e-06        -9.72%      6.01%
         840         850       8.1170615e-05    5.23947e-06    7.6269540e-05    3.44462e-06    8.1839133e-05    7.27803e-06        -6.04%      0.82%
         850         860       9.4201286e-05    4.75197e-06    8.2851027e-05    3.11046e-06    0.00010349816    7.90602e-06       -12.05%      9.87%
         860         870       7.2517057e-05    4.22381e-06    6.6401209e-05    2.90199e-06    7.4573703e-05    5.47344e-06        -8.43%      2.84%
         870         880       6.8710487e-05    4.50383e-06    6.2933332e-05    3.00686e-06    7.1277844e-05    6.22177e-06        -8.41%      3.74%
         880         890       6.4251847e-05    3.63729e-06    5.8580669e-05    2.49211e-06    6.7163936e-05    4.80696e-06        -8.83%      4.53%
         890         900       6.3558251e-05    3.39087e-06    5.7392862e-05    2.28440e-06    6.7197353e-05    4.69156e-06        -9.70%      5.73%
         900         910       5.3800924e-05    3.32444e-06    4.9588550e-05    2.22650e-06    5.5681469e-05    4.80527e-06        -7.83%      3.50%
         910         920       5.2788209e-05    3.09754e-06    4.7798620e-05    2.09374e-06    5.5806767e-05    4.92082e-06        -9.45%      5.72%
         920         930       4.7528383e-05    3.35196e-06    4.3088694e-05    2.22736e-06    5.0096637e-05    5.39026e-06        -9.34%      5.40%
         930         940       4.3646719e-05    3.00434e-06    3.9557436e-05    2.03436e-06    4.5604408e-05    4.41716e-06        -9.37%      4.49%
         940         950       4.5708542e-05    2.93454e-06    4.0493248e-05    1.97178e-06    4.9673589e-05    4.55570e-06       -11.41%      8.67%
         950         960       3.4326841e-05    2.55644e-06    3.1810521e-05    1.73500e-06    3.4893687e-05    3.45393e-06        -7.33%      1.65%
         960         970       3.6055646e-05    2.29318e-06    3.2491462e-05    1.55160e-06    3.7839535e-05    3.08844e-06        -9.89%      4.95%
         970         980       3.3185812e-05    1.98449e-06    2.9548413e-05    1.36912e-06    3.5388771e-05    3.08827e-06       -10.96%      6.64%
         980         990       2.6674612e-05    2.20168e-06    2.5296320e-05    1.46122e-06    2.6877041e-05    1.91098e-06        -5.17%      0.76%
         990        1000       2.9811295e-05    2.44716e-06    2.6455540e-05    1.59487e-06    3.2127333e-05    3.71077e-06       -11.26%      7.77%
