#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0          10       -0.0039866741    0.000308510    -0.0074161586    0.000433342    -0.0019203325    0.000225030        86.02%    -51.83%
          10          20        0.0018442546    0.000544585    -0.0028620517    0.000762937     0.0043141162    0.000398053      -255.19%    133.92%
          20          30         0.010402710    0.000805326     0.0054432173     0.00112558      0.012587049    0.000589777       -47.68%     21.00%
          30          40         0.023687776    0.000963619      0.020191898     0.00134767      0.024592516    0.000920385       -14.76%      3.82%
          40          50         0.036519546     0.00103573      0.034123970     0.00145024      0.037436539    0.000987690        -6.56%      2.51%
          50          60         0.052631243     0.00115158      0.049941480    0.000882620      0.053697965     0.00154411        -5.11%      2.03%
          60          70         0.067829485     0.00124504      0.063657653    0.000953669      0.070453459     0.00167067        -6.15%      3.87%
          70          80         0.083567067     0.00146086      0.077924805     0.00111837      0.087686569     0.00196154        -6.75%      4.93%
          80          90          0.10190544     0.00166713      0.094109338     0.00122214       0.10833326     0.00223731        -7.65%      6.31%
          90         100          0.12339753     0.00156102       0.11263082     0.00114159       0.13311267     0.00209240        -8.73%      7.87%
         100         110          0.14148075     0.00150284       0.12873713     0.00109758       0.15304295     0.00201394        -9.01%      8.17%
         110         120          0.16049126     0.00165159       0.14568217     0.00120702       0.17402629     0.00221349        -9.23%      8.43%
         120         130          0.18340755     0.00186865       0.16526856     0.00136874       0.20047198     0.00250472        -9.89%      9.30%
         130         140          0.20120666     0.00189165       0.17906008     0.00138531       0.22330176     0.00264415       -11.01%     10.98%
         140         150          0.20697954     0.00176899       0.18221366     0.00129222       0.23326026     0.00248004       -11.97%     12.70%
         150         160          0.20445677     0.00181912       0.17816383     0.00131708       0.23367681     0.00257913       -12.86%     14.29%
         160         170          0.19689505     0.00166909       0.16975369     0.00120563       0.22834074     0.00237303       -13.78%     15.97%
         170         180          0.17785886     0.00138974       0.15289181     0.00101161       0.20699627     0.00195636       -14.04%     16.38%
         180         190          0.16213081     0.00126058       0.13844779    0.000916340       0.19034063     0.00177732       -14.61%     17.40%
         190         200          0.14511525     0.00114069       0.12324209    0.000828011       0.17154914     0.00161092       -15.07%     18.22%
         200         210          0.12781251     0.00100658       0.10807557    0.000729449       0.15192529     0.00142437       -15.44%     18.87%
         210         220          0.11246781    0.000883186      0.094644349    0.000638790       0.13449161     0.00125257       -15.85%     19.58%
         220         230         0.099316162    0.000766957      0.083075506    0.000554023       0.11966959     0.00108924       -16.35%     20.49%
         230         240         0.083749887    0.000660533      0.070069972    0.000476754       0.10085354    0.000938933       -16.33%     20.42%
         240         250         0.072855161    0.000580752      0.060691711    0.000418548      0.088198512    0.000826925       -16.70%     21.06%
         250         260         0.062456193    0.000503517      0.051903063    0.000362547      0.075830771    0.000717720       -16.90%     21.41%
         260         270         0.053373533    0.000440745      0.044277265    0.000317068      0.064926806    0.000628904       -17.04%     21.65%
         270         280         0.046945741    0.000391475      0.038725443    0.000281370      0.057512158    0.000559212       -17.51%     22.51%
         280         290         0.039125652    0.000341631      0.032332470    0.000245183      0.047807000    0.000488830       -17.36%     22.19%
         290         300         0.034009207    0.000294281      0.028000056    0.000210908      0.041743192    0.000421732       -17.67%     22.74%
         300         310         0.028736203    0.000258674      0.023662674    0.000185331      0.035255272    0.000370841       -17.66%     22.69%
         310         320         0.024981570    0.000227825      0.020511596    0.000163154      0.030753952    0.000326786       -17.89%     23.11%
         320         330         0.021393313    0.000198100      0.017545973    0.000141722      0.026367788    0.000284472       -17.98%     23.25%
         330         340         0.018580326    0.000176970      0.015203351    0.000126455      0.022963570    0.000254483       -18.18%     23.59%
         340         350         0.015683700    0.000159008      0.012849255    0.000113366      0.019348274    0.000229249       -18.07%     23.37%
         350         360         0.013626430    0.000140584      0.011144694    0.000100148      0.016843534    0.000202875       -18.21%     23.61%
         360         370         0.011757532    0.000119999     0.0096120498    8.55143e-05      0.014536965    0.000173088       -18.25%     23.64%
         370         380         0.010258006    0.000106340     0.0083730034    7.57013e-05      0.012704916    0.000153567       -18.38%     23.85%
         380         390        0.0089594497    9.36978e-05     0.0072974653    6.66834e-05      0.011125688    0.000135352       -18.55%     24.18%
         390         400        0.0075734240    8.76228e-05     0.0061887753    6.22317e-05     0.0093619522    0.000126843       -18.28%     23.62%
         400         410        0.0066904835    8.12263e-05     0.0054555532    5.76282e-05     0.0082910032    0.000117716       -18.46%     23.92%
         410         420        0.0059125163    7.31078e-05     0.0048113315    5.19430e-05     0.0073449628    0.000105795       -18.62%     24.23%
         420         430        0.0050803293    6.65837e-05     0.0041402238    4.72715e-05     0.0062979335    9.64350e-05       -18.50%     23.97%
         430         440        0.0046020685    5.51125e-05     0.0037336855    3.90864e-05     0.0057364142    7.99243e-05       -18.87%     24.65%
         440         450        0.0038803003    4.91807e-05     0.0031623274    3.48763e-05     0.0048077389    7.13318e-05       -18.50%     23.90%
         450         460        0.0034761861    4.52767e-05     0.0028252487    3.20935e-05     0.0043214422    6.57020e-05       -18.73%     24.32%
         460         470        0.0030317307    4.05435e-05     0.0024669963    2.87145e-05     0.0037620756    5.88934e-05       -18.63%     24.09%
         470         480        0.0026503306    3.76793e-05     0.0021586515    2.66712e-05     0.0032842382    5.47648e-05       -18.55%     23.92%
         480         490        0.0023780554    3.56411e-05     0.0019328269    2.52233e-05     0.0029540226    5.18130e-05       -18.72%     24.22%
         490         500        0.0021465012    3.17530e-05     0.0017410956    2.24604e-05     0.0026730611    4.61916e-05       -18.89%     24.53%
         500         510        0.0018923718    2.84958e-05     0.0015348232    2.01401e-05     0.0023565074    4.14918e-05       -18.89%     24.53%
         510         520        0.0016520430    2.69988e-05     0.0013426325    1.90588e-05     0.0020511916    3.93647e-05       -18.73%     24.16%
         520         530        0.0014898112    2.52972e-05     0.0012086851    1.78456e-05     0.0018534882    3.69114e-05       -18.87%     24.41%
         530         540        0.0012913752    2.54505e-05     0.0010521319    1.79761e-05     0.0015971795    3.70846e-05       -18.53%     23.68%
         540         550        0.0012400340    2.32073e-05     0.0010003236    1.63902e-05     0.0015540247    3.38222e-05       -19.33%     25.32%
         550         560        0.0010413668    1.84847e-05    0.00084718922    1.30416e-05     0.0012899709    2.69709e-05       -18.65%     23.87%
         560         570       0.00094365855    1.76574e-05    0.00076570978    1.24518e-05     0.0011730089    2.57767e-05       -18.86%     24.30%
         570         580       0.00089405173    1.63528e-05    0.00072077175    1.15242e-05     0.0011203864    2.38910e-05       -19.38%     25.32%
         580         590       0.00075253775    1.45683e-05    0.00061105958    1.02528e-05    0.00093421364    2.13186e-05       -18.80%     24.14%
         590         600       0.00069048475    1.38051e-05    0.00056005597    9.71516e-06    0.00085803581    2.02006e-05       -18.89%     24.27%
         600         610       0.00061870529    1.30584e-05    0.00050150155    9.18792e-06    0.00076943843    1.91111e-05       -18.94%     24.36%
         610         620       0.00054772518    1.21687e-05    0.00044477595    8.56749e-06    0.00067939335    1.77968e-05       -18.80%     24.04%
         620         630       0.00050390231    1.10659e-05    0.00040807647    7.78852e-06    0.00062713597    1.61909e-05       -19.02%     24.46%
