#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         630         640       0.00046979215    1.02617e-05    0.00037904590    7.21661e-06    0.00058755901    1.50289e-05       -19.32%     25.07%
         640         650       0.00040584806    9.66642e-06    0.00032984053    6.79306e-06    0.00050251887    1.41691e-05       -18.73%     23.82%
         650         660       0.00038424735    8.92371e-06    0.00031049281    6.26886e-06    0.00047932832    1.30885e-05       -19.19%     24.74%
         660         670       0.00034561966    8.37053e-06    0.00027953340    5.88104e-06    0.00043057785    1.22747e-05       -19.12%     24.58%
         670         680       0.00030462016    7.96878e-06    0.00024677810    5.59924e-06    0.00037859255    1.16829e-05       -18.99%     24.28%
         680         690       0.00027265587    7.55514e-06    0.00022141888    5.31031e-06    0.00033771451    1.10729e-05       -18.79%     23.86%
         690         700       0.00026811429    6.87978e-06    0.00021583443    4.83078e-06    0.00033583823    1.00969e-05       -19.50%     25.26%
         700         710       0.00023088001    6.31407e-06    0.00018653896    4.43046e-06    0.00028788546    9.27901e-06       -19.21%     24.69%
         710         720       0.00021698507    5.86701e-06    0.00017526902    4.11970e-06    0.00027052971    8.61735e-06       -19.23%     24.68%
         720         730       0.00018742265    5.46351e-06    0.00015218079    3.83591e-06    0.00023199047    8.02454e-06       -18.80%     23.78%
         730         740       0.00017800812    5.26557e-06    0.00014379345    3.69595e-06    0.00022187174    7.73527e-06       -19.22%     24.64%
         740         750       0.00015462827    7.27538e-06    0.00012564183    5.11656e-06    0.00019120195    1.06494e-05       -18.75%     23.65%
         750         760       0.00015176191    7.11384e-06    0.00012213374    5.00119e-06    0.00019005181    1.04158e-05       -19.52%     25.23%
         760         770       0.00013876678    4.38106e-06    0.00011187350    3.06868e-06    0.00017328607    6.45083e-06       -19.38%     24.88%
         770         780       0.00012301573    4.00736e-06    9.9358970e-05    2.80718e-06    0.00015327370    5.90056e-06       -19.23%     24.60%
         780         790       0.00012167059    3.84209e-06    9.7445104e-05    2.68732e-06    0.00015326345    5.66696e-06       -19.91%     25.97%
         790         800       0.00010414272    3.53594e-06    8.4229102e-05    2.46968e-06    0.00012943577    5.22446e-06       -19.12%     24.29%
         800         810       9.4323393e-05    3.37578e-06    7.6321116e-05    2.36058e-06    0.00011716689    4.98032e-06       -19.09%     24.22%
         810         820       9.3142903e-05    3.24278e-06    7.4732605e-05    2.26697e-06    0.00011696924    4.78547e-06       -19.77%     25.58%
         820         830       8.5433857e-05    2.93307e-06    6.8492124e-05    2.04780e-06    0.00010741445    4.33685e-06       -19.83%     25.73%
         830         840       7.4751213e-05    2.66417e-06    6.0277485e-05    1.86185e-06    9.3236182e-05    3.93641e-06       -19.36%     24.73%
         840         850       6.5444449e-05    2.56036e-06    5.3025681e-05    1.79137e-06    8.1102046e-05    3.77821e-06       -18.98%     23.93%
         850         860       6.9708769e-05    2.45164e-06    5.5707832e-05    1.71608e-06    8.7976325e-05    3.61704e-06       -20.08%     26.21%
         860         870       5.5030160e-05    2.41504e-06    4.4698796e-05    1.68970e-06    6.7919904e-05    3.56360e-06       -18.77%     23.42%
         870         880       5.3651815e-05    2.43300e-06    4.3143938e-05    1.70256e-06    6.7140786e-05    3.58958e-06       -19.59%     25.14%
         880         890       4.9876204e-05    2.27297e-06    4.0304584e-05    1.59523e-06    6.1973983e-05    3.34691e-06       -19.19%     24.26%
         890         900       4.8321227e-05    2.07439e-06    3.8707690e-05    1.45635e-06    6.0759774e-05    3.05505e-06       -19.90%     25.74%
         900         910       4.1970589e-05    2.00857e-06    3.3715358e-05    1.40830e-06    5.2566621e-05    2.96039e-06       -19.67%     25.25%
         910         920       4.3082499e-05    1.88559e-06    3.4366910e-05    1.32159e-06    5.4438555e-05    2.78075e-06       -20.23%     26.36%
         920         930       3.7137061e-05    1.72895e-06    2.9672810e-05    1.21106e-06    4.6829000e-05    2.55122e-06       -20.10%     26.10%
         930         940       3.4199036e-05    1.80655e-06    2.7420583e-05    1.26506e-06    4.2923215e-05    2.66430e-06       -19.82%     25.51%
         940         950       3.2944558e-05    1.70371e-06    2.6379638e-05    1.19319e-06    4.1399077e-05    2.51296e-06       -19.93%     25.66%
         950         960       2.8705724e-05    1.52002e-06    2.3038511e-05    1.06221e-06    3.5965062e-05    2.24798e-06       -19.74%     25.29%
         960         970       2.8260421e-05    1.43761e-06    2.2520015e-05    1.00582e-06    3.5742550e-05    2.12295e-06       -20.31%     26.48%
         970         980       2.4503616e-05    1.40499e-06    1.9697917e-05    9.79785e-07    3.0621911e-05    2.08167e-06       -19.61%     24.97%
         980         990       2.1841624e-05    1.37130e-06    1.7689963e-05    9.56233e-07    2.7016075e-05    2.03139e-06       -19.01%     23.69%
         990        1000       2.2369817e-05    1.24714e-06    1.7840017e-05    8.67795e-07    2.8237406e-05    1.85213e-06       -20.25%     26.23%
