# NNLO Mhh cross section per bin in unit of fb at 14TeV
# Bin width is NOT divided
# PDF: PDF4LHC21_40, MH=125.38 GeV
# Mhh(min) Mhh(max) scale=(muR/mu0,muF/mu0):
# Mhh(min) Mhh(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
250 270 0.015513145143973135 0.014598503322183636 0.01601639072233635 0.015524157621510428 0.014583578713148977 0.01555742363361976 0.01601307847952843
270 290 0.12982833802904362 0.12086542753099129 0.13632689673286594 0.12975342493839592 0.12053809835182697 0.13037791024804712 0.13648252582615694
290 310 0.31833785383432667 0.2957658896513832 0.335568015695535 0.3178513151230911 0.2945826614954379 0.31998792868516174 0.33609331931404873
310 330 0.516793518413425 0.48011853234946716 0.5453363202629747 0.5156002140065472 0.47764170466090644 0.5199021238655473 0.5463398885180809
330 350 0.6927854626074773 0.6439620669861683 0.7311345171647138 0.6907154817640624 0.6399704716787709 0.6974528417822662 0.7325958004485368
350 370 0.835200593606386 0.776880580269287 0.8812714537529797 0.8321773671047054 0.7713249469143898 0.8413761025948352 0.8831612725235327
370 390 0.9429278912035781 0.8777812602693992 0.9945428069033496 0.938969925806304 0.8707293049310832 0.9504472109799907 0.9968000702794412
390 410 1.019543254354208 0.9498470947943732 1.0748972609015193 1.0147184109395362 0.9414461826139927 1.028235327479609 1.0774684691081342
410 430 1.069827493461683 0.997455379190922 1.1274054062620356 1.0642246650007636 0.987874472366346 1.0794702614275165 1.1302137766426739
430 450 1.0986024751082206 1.0250543774568697 1.1571885897273215 1.0923350343934632 1.014484299563822 1.1090130398162292 1.1601945262470132
450 470 1.1102825543391859 1.0367046612296171 1.1689206936244416 1.1034581967937824 1.0253290633258942 1.121267165372879 1.172065817997443
470 490 1.1086863638411038 1.0359422374000797 1.1666937665582733 1.1014201438435614 1.0239361905274298 1.1200869902174349 1.1699333370045168
490 510 1.0969556738418755 1.0256620384767072 1.1538430904946457 1.0893346906384571 1.0131712487366915 1.1086426655683312 1.1571355973573239
510 530 1.077628328730311 1.0082176759094237 1.1330387315074584 1.069737845383935 0.9953790487231667 1.0894866772738734 1.1363801267350853
530 550 1.0526544515450258 0.9854426955652194 1.1063251129466243 1.0445747457298795 0.9723782411285575 1.0645738522195018 1.1096763672242378
550 570 1.023632648169786 0.9588220633062701 1.075396848892786 1.0154294975869764 0.9456337864379186 1.0355279658020935 1.0787178935312804
570 590 0.9918964950575695 0.9296007864628177 1.0416817468361754 0.9836274800871647 0.9163715107075631 1.0037128906923514 1.0449841567702358
590 610 0.9583855509123181 0.8986545860405042 1.0061397987156482 0.9501007329981558 0.8854546051855429 0.9700681596879709 1.0094090446525719
610 630 0.9237954948025614 0.8666543865611993 0.9694806766337974 0.9155363631412756 0.8535506976115004 0.9352916672904069 0.9726881361867475
