# N3LO Mhh cross section per bin in unit of fb at 14TeV
# Bin width is NOT divided
# PDF: PDF4LHC21_40, MH=125.38 GeV
# Mhh(min) Mhh(max) scale=(muR/mu0,muF/mu0):
# Mhh(min) Mhh(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
250 270 0.015181194633894569 0.015111413086809654 0.014721344288167394 0.015185825615406249 0.01511020736534193 0.015187221327526455 0.014724485669334814
270 290 0.13124423625492534 0.12871433454704947 0.1301723782679908 0.13125078397244186 0.12864146895838477 0.1313983210597593 0.13025833347541704
290 310 0.3231225581554461 0.3162968799128444 0.3213604401285711 0.3232488922157845 0.3160217866583814 0.3234717830508844 0.3209882930733929
310 330 0.5271136222046076 0.5151547337347969 0.525975554260574 0.5272807557953562 0.5144851301538261 0.527818977916659 0.5253581406814465
330 350 0.7085565250817865 0.6919880639868431 0.7082579722966713 0.7086963979602957 0.6908329795032939 0.7095392146317487 0.7074892982533737
350 370 0.8549219349380435 0.8348830204012004 0.8551014157786984 0.8549518757926458 0.8332014285718644 0.8561807818352003 0.854041349757873
370 390 0.9665059706515455 0.9436999491998329 0.9677953436766537 0.9664322843457026 0.9414927048311945 0.9680467943766105 0.9665321525181744
390 410 1.0459102429015648 1.0212332627357783 1.0479369225419068 1.0457403779859087 1.0185522424616014 1.0476528502547051 1.0464671441783766
410 430 1.097639030622805 1.0719825388170732 1.0999706926459907 1.0973763522883027 1.0688815364690858 1.0994615704531945 1.0983372404338199
430 450 1.1275153554483786 1.1013448980533656 1.1302675483487197 1.1271423507871559 1.0978807803956105 1.1295176908787405 1.128609892289015
450 470 1.140199209667859 1.1137723141654474 1.1435214284958912 1.139697655591624 1.109967890993622 1.142259580682625 1.1417141470422423
470 490 1.1401139290019948 1.1134719681311442 1.1444935869119481 1.1393200644653845 1.1092929671530753 1.1425153365617249 1.1430965816140901
490 510 1.1271039070086222 1.1013490032804332 1.13099470954292 1.126421221989033 1.0971065955074097 1.129320276092191 1.1291610899406583
510 530 1.1084387797061515 1.0829453287128796 1.1130875038646688 1.1075744336848476 1.0784854316222712 1.1107865049905332 1.11145267309362
530 550 1.0832063532616538 1.0583652609437368 1.0880946667714657 1.0822774124566708 1.053804343658315 1.085552564826431 1.0864629253586506
550 570 1.0526354176540031 1.0289370309901138 1.0570700480092106 1.0517223066156127 1.0243345804508763 1.054926314748404 1.055352856040915
