# N3LO+N3LL Mhh cross section per bin in unit of fb at 14TeV
# Bin width is NOT divided
# PDF: PDF4LHC21_40, MH=125.38 GeV
# Mhh(min) Mhh(max) scale=(muR/mu0,muF/mu0):
# Mhh(min) Mhh(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
250 270 0.015027519823894568 0.015167058003809655 0.014500815388167394 0.014782288325406248 0.015245093365341932 0.015104436044526454 0.014788523223334814
270 290 0.13055222878492534 0.12987666934704947 0.1286701677679908 0.12955333047244186 0.13171649715838477 0.1303228286597593 0.13041683887541705
290 310 0.32196635235544613 0.3196939092128444 0.3180920730285711 0.3206221801157845 0.3250771404583814 0.3205672075508844 0.3210605917293929
310 330 0.5256883314046076 0.5210734560347969 0.521062772860574 0.5243031423953561 0.5302849181538262 0.522943213516659 0.5252352428114465
330 350 0.7070367405817864 0.7002336657868431 0.7020423279966713 0.7058183462602957 0.7128535315032939 0.7029144892317487 0.7071363464433738
350 370 0.8534347056380435 0.8450725744012004 0.8479567124786983 0.8524700592926457 0.8604008315718644 0.8481559339352003 0.8534654297278731
370 390 0.9651355458515455 0.9554142391998329 0.9600515061766537 0.9645118427457026 0.9727362148311945 0.9589825263766104 0.9657586633681744
390 410 1.0447076327015647 1.0340780587357783 1.039864438441907 1.0444582707859087 1.0527771864616013 1.037869580054705 1.0455277636083766
410 430 1.096630242322805 1.0856126118170732 1.0917765519459908 1.0967501934883026 1.1051740484690857 1.0892297034531946 1.0972653223338198
430 450 1.1267093293583785 1.1154809230533655 1.1221068728487196 1.127156304244156 1.1354821293956106 1.1190522858787406 1.127434753689015
450 470 1.139594900617859 1.1281838821654475 1.1355047345958913 1.140304126691624 1.148259061993622 1.131730445682625 1.1404637658422423
470 490 1.1397027406819948 1.1279816841311443 1.1366990494119482 1.1404664160653846 1.1477971431530753 1.1320530625617249 1.1417928369140902
490 510 1.1268731612086222 1.1158082052804332 1.12347879394292 1.128049536089033 1.1354510525074097 1.119020120092191 1.1278228370406584
510 530 1.1083735162031514 1.0972484327128795 1.1058795990646688 1.1096270672848476 1.1163865716222712 1.1007197679905332 1.11009562989362
530 550 1.0832906251916539 1.0724288059437368 1.0812133066714658 1.0846967168566708 1.0910428876583151 1.075769338626431 1.0851001190586507
550 570 1.052853778114003 1.042698137990114 1.0505251546092105 1.0544568804156127 1.0607460284508763 1.045459738048404 1.053993738340915
570 590 1.0212206931561707 1.011218293804462 1.0195521674164172 1.0228238424166913 1.0286176512737104 1.0140916756636575 1.0228687352404813
590 610 0.9863028536603934 0.9769630791051995 0.9844389250768508 0.9880829227441054 0.9937569826149519 0.9792924538558405 0.9873218448634701
610 630 0.9514076343685542 0.9423379629018882 0.9500316839670155 0.9531829658746845 0.958429639801437 0.9446826413465014 0.9527375062674113
630 650 0.915596627783075 0.9069535561346582 0.9143901033713006 0.9173741252719769 0.9223577747292271 0.9091467738347363 0.916944123162632
650 670 0.8800516729248988 0.8717348512188247 0.8791617487891314 0.8818812394629459 0.886497017950107 0.8738304202893619 0.8814646199025055
670 690 0.8445650475867975 0.8366507227984867 0.843833638491882 0.8464128339193101 0.8507861713585884 0.8386182346965221 0.8459726480116985
690 710 0.8092320749040842 0.8018657921054485 0.80832847802591 0.8110894208529077 0.815374323073705 0.8034791862583069 0.810258302342267
710 730 0.7755405485589941 0.768442298805696 0.7749470593655992 0.7773733546017944 0.781345983466538 0.7700309753844811 0.7767011748538891
730 750 0.7427523882751592 0.7359117612863966 0.7424360263848864 0.7445682708429372 0.7482243675356387 0.7375041723206329 0.7440957498253057
750 770 0.7105296508021793 0.7041034512822991 0.7101909872883495 0.7123470252922984 0.7158696567103421 0.7054702255828634 0.7116769762192471
770 790 0.679853051645887 0.6736573015132936 0.6797447314360653 0.6816114180511154 0.6848804460589669 0.6750602731682538 0.6811771279296264
790 810 0.6501027161747335 0.644201894085577 0.6501030855133443 0.6518461913508121 0.6549074807745536 0.6454985114219317 0.6514118328759331
810 830 0.6212157701638733 0.6157012716506729 0.6211270730653511 0.6229346932864998 0.6259300780456742 0.6168070758037599 0.6223163026866202
830 850 0.5931379932968475 0.5881265546973817 0.5927541932859863 0.5949524971988254 0.5979714803626834 0.5887818633803436 0.5936237570956899
850 900 1.3715390521590507 1.3597357980546176 1.3714377635509118 1.3756950095103944 1.3823077510944124 1.361695185099515 1.3736703024469379
900 950 1.2246093761356673 1.2141848334038379 1.2248446956749601 1.2285432121673159 1.2343257358297264 1.21578699765179 1.2266341587697007
950 1000 1.0931642159094737 1.084194313986611 1.0932779866093527 1.0968327638890036 1.102139623538876 1.0853376058404538 1.0948479104975886
1000 1050 0.9767329480261712 0.9689092557390718 0.9768766387002694 0.9802269231968177 0.9850076133218679 0.9696393628090082 0.9780189830053977
1050 1100 0.8730334951376991 0.8663186966549221 0.8730424479255273 0.8763902919729551 0.8807991640083978 0.8666019354400594 0.8738727103593165
1100 1150 0.7823951979046848 0.7762131497066308 0.782915872184056 0.7854714680454835 0.7891830673300684 0.7766438299666588 0.7836830761461231
1150 1200 0.7000279382129218 0.6949753452268241 0.699939950957475 0.7029948941793498 0.7066860756333605 0.6948019588918655 0.7003725640271278
1200 1250 0.6285240896429627 0.623948874028765 0.6287103153779325 0.6312729699373384 0.6344960620264289 0.6237997287461069 0.6290599997236886
1250 1300 0.5644641727665844 0.5604578657451169 0.564597833522321 0.5669850394847199 0.5699550325432428 0.5602460228670519 0.5649173718229552
1300 1350 0.5074472221797665 0.5039851599839655 0.5074897127102294 0.5098015279060459 0.5125852910490131 0.5036145742088198 0.5077028480375531
1350 1400 0.45706016031898644 0.4539124211854272 0.4572703924296882 0.45923784126650957 0.46168365200007155 0.45361188129129 0.4574576957507704
1400 1450 0.41218412189346076 0.4093240634335508 0.412506898819397 0.4142487975941514 0.41640345023225467 0.40900830835650787 0.4125609184425393
1450 1500 0.3715859386999882 0.3691591990685704 0.3717380915190501 0.3735333636828844 0.37558778724542047 0.3687107440779546 0.37180596248193987
1500 15000 3.768357850293452 3.7489066966413453 3.7698424804708432 3.79537964367831 3.8219873647131557 3.7370582906126715 3.7687434502426513
