#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         250         270        0.0030874605    3.72974e-06     0.0026138919    2.88129e-06     0.0037006950    5.10829e-06       -15.34%     19.86%
         270         290         0.012107721    9.31413e-06      0.010470650    7.49757e-06      0.014095226    1.23396e-05       -13.52%     16.42%
         290         310         0.025990177    1.44552e-05      0.022474461    1.19277e-05      0.030212230    1.85796e-05       -13.53%     16.24%
         310         330         0.043704694    1.68376e-05      0.037752776    1.38446e-05      0.050807284    2.16648e-05       -13.62%     16.25%
         330         350         0.071318329    1.82865e-05      0.061484857    1.48727e-05      0.083022167    2.37197e-05       -13.79%     16.41%
         350         370          0.11821291    2.92316e-05       0.10193834    2.43664e-05       0.13741781    3.67611e-05       -13.77%     16.25%
         370         390          0.13664635    3.20074e-05       0.11845564    2.67300e-05       0.15756230    4.02818e-05       -13.31%     15.31%
         390         410          0.13472474    3.02871e-05       0.11722434    2.50560e-05       0.15439921    3.86797e-05       -12.99%     14.60%
         410         430          0.12357595    2.86459e-05       0.10781935    2.35987e-05       0.14094135    3.68343e-05       -12.75%     14.05%
         430         450          0.10879863    2.62228e-05      0.095130658    2.14531e-05       0.12359168    3.40309e-05       -12.56%     13.60%
         450         470         0.093670674    2.41438e-05      0.082045818    1.96760e-05       0.10603899    3.14912e-05       -12.41%     13.20%
         470         490         0.079345536    2.20468e-05      0.069594307    1.78940e-05      0.089557679    2.89016e-05       -12.29%     12.87%
         490         510         0.066680033    1.99002e-05      0.058560009    1.60845e-05      0.075051084    2.62174e-05       -12.18%     12.55%
         510         530         0.055740264    1.79544e-05      0.049009785    1.44781e-05      0.062572740    2.37231e-05       -12.07%     12.26%
         530         550         0.046348195    1.61461e-05      0.040806768    1.29959e-05      0.051878523    2.13884e-05       -11.96%     11.93%
         550         570         0.038554848    1.45159e-05      0.033979625    1.16795e-05      0.043052775    1.92436e-05       -11.87%     11.67%
         570         590         0.032074364    1.30173e-05      0.028293585    1.04746e-05      0.035737310    1.72612e-05       -11.79%     11.42%
         590         610         0.026688564    1.16365e-05      0.023564983    9.36066e-06      0.029669180    1.54374e-05       -11.70%     11.17%
         610         630         0.022291634    1.04387e-05      0.019695718    8.40123e-06      0.024736921    1.38432e-05       -11.65%     10.97%
         630         650         0.018610450    9.36094e-06      0.016457927    7.53371e-06      0.020608145    1.24189e-05       -11.57%     10.73%
         650         670         0.015559933    8.39361e-06      0.013773232    6.75959e-06      0.017192270    1.11292e-05       -11.48%     10.49%
         670         690         0.013058733    7.52310e-06      0.011567528    6.06199e-06      0.014401871    9.96976e-06       -11.42%     10.29%
         690         710         0.010986654    6.78333e-06     0.0097373085    5.47219e-06      0.012097788    8.97877e-06       -11.37%     10.11%
         710         730        0.0092815031    6.11181e-06     0.0082314714    4.93517e-06      0.010202111    8.08049e-06       -11.31%      9.92%
         730         750        0.0078540026    5.51507e-06     0.0069698686    4.45850e-06     0.0086183465    7.28075e-06       -11.26%      9.73%
         750         770        0.0066755017    4.98093e-06     0.0059265932    4.03022e-06     0.0073149795    6.56798e-06       -11.22%      9.58%
         770         790        0.0056881284    4.53531e-06     0.0050502490    3.67455e-06     0.0062283802    5.97049e-06       -11.21%      9.50%
         790         810        0.0048569316    4.10610e-06     0.0043141665    3.33036e-06     0.0053110179    5.39640e-06       -11.18%      9.35%
         810         830        0.0041551455    3.74475e-06     0.0036931359    3.04079e-06     0.0045359378    4.91474e-06       -11.12%      9.16%
         830         850        0.0035740034    3.41698e-06     0.0031775184    2.77883e-06     0.0038972492    4.47511e-06       -11.09%      9.04%
         850         900        0.0027695114    1.85828e-06     0.0024639861    1.51355e-06     0.0030134224    2.42828e-06       -11.03%      8.81%
         900         950        0.0019361799    1.49677e-06     0.0017229840    1.22164e-06     0.0021028291    1.94957e-06       -11.01%      8.61%
         950        1000        0.0013799647    1.22684e-06     0.0012284808    1.00506e-06     0.0014958132    1.58943e-06       -10.98%      8.40%
        1000        1050       0.00099278653    1.01773e-06    0.00088429834    8.35920e-07     0.0010737229    1.31338e-06       -10.93%      8.15%
        1050        1100       0.00072483578    8.47814e-07    0.00064595648    6.98121e-07    0.00078223602    1.08994e-06       -10.88%      7.92%
        1100        1150       0.00053543953    7.13953e-07    0.00047724046    5.89403e-07    0.00057695204    9.14218e-07       -10.87%      7.75%
        1150        1200       0.00040172880    6.03688e-07    0.00035793069    4.99511e-07    0.00043259948    7.70232e-07       -10.90%      7.68%
        1200        1250       0.00030366385    5.18859e-07    0.00027041496    4.30673e-07    0.00032689506    6.58542e-07       -10.95%      7.65%
        1250        1300       0.00023190350    4.45486e-07    0.00020650059    3.70513e-07    0.00024937759    5.63760e-07       -10.95%      7.54%
        1300        1350       0.00017933619    3.87678e-07    0.00015956469    3.23181e-07    0.00019289669    4.88484e-07       -11.02%      7.56%
        1350        1400       0.00013897872    3.48754e-07    0.00012355950    2.92146e-07    0.00014952422    4.35863e-07       -11.09%      7.59%
        1400        1450       0.00010872930    3.33176e-07    9.6613714e-05    2.80737e-07    0.00011696557    4.11832e-07       -11.14%      7.58%
        1450        1500       8.5718926e-05    2.75555e-07    7.6197954e-05    2.31772e-07    9.2069770e-05    3.41935e-07       -11.11%      7.41%
        1500       13000       1.5581373e-06    2.44419e-09    1.3813517e-06    2.07410e-09    1.6724633e-06    2.98958e-09       -11.35%      7.34%
