#  left-edge  right-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
         250         270        0.0013941192    1.37956e-06     0.0011388479    1.12664e-06     0.0017233346    1.70612e-06       -18.31%     23.61%
         270         290        0.0064364892    4.62598e-06     0.0052383334    3.76456e-06     0.0079927407    5.74573e-06       -18.62%     24.18%
         290         310         0.013939377    7.91202e-06      0.011302276    6.41592e-06      0.017388358    9.86952e-06       -18.92%     24.74%
         310         330         0.023498931    8.79197e-06      0.018986293    7.10574e-06      0.029437529    1.10112e-05       -19.20%     25.27%
         330         350         0.038201520    8.91711e-06      0.030763379    7.18246e-06      0.048045104    1.12133e-05       -19.47%     25.77%
         350         370         0.063903769    1.58372e-05      0.051308180    1.27162e-05      0.080655055    1.99900e-05       -19.71%     26.21%
         370         390         0.077051733    1.85330e-05      0.061693639    1.48426e-05      0.097568987    2.34639e-05       -19.93%     26.63%
         390         410         0.078304708    1.75417e-05      0.062533462    1.40124e-05      0.099461875    2.22770e-05       -20.14%     27.02%
         410         430         0.073500581    1.68364e-05      0.058553154    1.34164e-05      0.093630130    2.14427e-05       -20.34%     27.39%
         430         450         0.065935233    1.52713e-05      0.052405490    1.21414e-05      0.084221395    1.95019e-05       -20.52%     27.73%
         450         470         0.057632800    1.41097e-05      0.045706134    1.11933e-05      0.073806124    1.80648e-05       -20.69%     28.06%
         470         490         0.049477263    1.28846e-05      0.039156798    1.02002e-05      0.063515071    1.65359e-05       -20.86%     28.37%
         490         510         0.042068967    1.15394e-05      0.033227846    9.11718e-06      0.054128795    1.48435e-05       -21.02%     28.67%
         510         530         0.035548379    1.04157e-05      0.028024862    8.21408e-06      0.045838270    1.34269e-05       -21.16%     28.95%
         530         550         0.029899697    9.39930e-06      0.023529513    7.39937e-06      0.038634040    1.21414e-05       -21.31%     29.21%
         550         570         0.025102963    8.52711e-06      0.019721005    6.70138e-06      0.032499812    1.10363e-05       -21.44%     29.47%
         570         590         0.021057616    7.69762e-06      0.016516065    6.03966e-06      0.027313391    9.98133e-06       -21.57%     29.71%
         590         610         0.017662660    6.89695e-06      0.013831813    5.40313e-06      0.022950676    8.95890e-06       -21.69%     29.94%
         610         630         0.014849177    6.21534e-06      0.011611165    4.86193e-06      0.019328110    8.08732e-06       -21.81%     30.16%
         630         650         0.012494289    5.60106e-06     0.0097558173    4.37517e-06      0.016289868    7.30008e-06       -21.92%     30.38%
         650         670         0.010520864    5.03416e-06     0.0082036478    3.92695e-06      0.013738696    6.57162e-06       -22.02%     30.59%
         670         690        0.0088926824    4.51498e-06     0.0069246929    3.51723e-06      0.011630538    5.90295e-06       -22.13%     30.79%
         690         710        0.0075216266    4.09298e-06     0.0058494986    3.18440e-06     0.0098518232    5.35903e-06       -22.23%     30.98%
         710         730        0.0063932559    3.68605e-06     0.0049657135    2.86422e-06     0.0083858088    4.83306e-06       -22.33%     31.17%
         730         750        0.0054412947    3.32744e-06     0.0042211539    2.58241e-06     0.0071469629    4.36884e-06       -22.42%     31.35%
         750         770        0.0046414325    2.99589e-06     0.0035964553    2.32241e-06     0.0061043421    3.93863e-06       -22.51%     31.52%
         770         790        0.0039644156    2.73754e-06     0.0030683013    2.11971e-06     0.0052207200    3.60363e-06       -22.60%     31.69%
         790         810        0.0033976849    2.46472e-06     0.0026267800    1.90638e-06     0.0044799064    3.24846e-06       -22.69%     31.85%
         810         830        0.0029236118    2.24591e-06     0.0022578167    1.73526e-06     0.0038595080    2.96363e-06       -22.77%     32.01%
         830         850        0.0025218450    2.03833e-06     0.0019455284    1.57325e-06     0.0033329701    2.69283e-06       -22.85%     32.16%
         850         900        0.0019659940    1.09785e-06     0.0015141310    8.45945e-07     0.0026032631    1.45306e-06       -22.98%     32.41%
         900         950        0.0013862548    8.78809e-07     0.0010651113    6.75579e-07     0.0018405051    1.16623e-06       -23.17%     32.77%
         950        1000       0.00099144388    7.08440e-07    0.00076006403    5.43401e-07     0.0013196631    9.42515e-07       -23.34%     33.11%
        1000        1050       0.00071859158    5.81382e-07    0.00054972307    4.45008e-07    0.00095876771    7.75309e-07       -23.50%     33.42%
        1050        1100       0.00052694832    4.77896e-07    0.00040229910    3.65062e-07    0.00070465974    6.38736e-07       -23.65%     33.72%
        1100        1150       0.00039067615    3.98296e-07    0.00029768204    3.03669e-07    0.00052354549    5.33473e-07       -23.80%     34.01%
        1150        1200       0.00029342410    3.35165e-07    0.00022315599    2.55059e-07    0.00039402847    4.49833e-07       -23.95%     34.29%
        1200        1250       0.00022188192    2.81744e-07    0.00016844581    2.14028e-07    0.00029853199    3.78860e-07       -24.08%     34.55%
        1250        1300       0.00017009930    2.40974e-07    0.00012891503    1.82748e-07    0.00022928030    3.24627e-07       -24.21%     34.79%
        1300        1350       0.00013133868    2.07144e-07    9.9375644e-05    1.56836e-07    0.00017734975    2.79549e-07       -24.34%     35.03%
        1350        1400       0.00010178943    1.78866e-07    7.6895554e-05    1.35217e-07    0.00013768781    2.41798e-07       -24.46%     35.27%
        1400        1450       7.9500289e-05    1.54032e-07    5.9964383e-05    1.16262e-07    0.00010772311    2.08586e-07       -24.57%     35.50%
        1450        1500       6.2622648e-05    1.35547e-07    4.7164798e-05    1.02162e-07    8.4993340e-05    1.83853e-07       -24.68%     35.72%
        1500       13000       1.1456721e-06    1.12396e-09    8.5618624e-07    8.41304e-10    1.5682099e-06    1.53613e-09       -25.27%     36.88%
