# N3LO+N3LL Mhh cross section per bin in unit of fb at 14TeV
# Bin width is NOT divided
# PDF: MSHT20xNNPDF40_NNLO_qed, MH=125 GeV
# Mhh(min) Mhh(max) scale=(muR/mu0,muF/mu0):
# Mhh(min) Mhh(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
250 270 0.016988513065905847 0.017132720825777097 0.016437423267084795 0.01671110657955371 0.017223901195333888 0.017098933181535252 0.01680264412881342
270 290 0.13502502032712752 0.1344885145383082 0.13282005009162326 0.1340503912821915 0.13643978821477873 0.1347881711240472 0.13444278139966007
290 310 0.32579466481613384 0.32349984078199256 0.321834906278431 0.32443261454013395 0.3289318440024186 0.32444567663611223 0.3251488961708829
310 330 0.5257173958282756 0.5210497607377702 0.5209723504579457 0.5242577877569397 0.5302627167298675 0.5229861975695987 0.5254193959156557
330 350 0.7019294637828639 0.6952754907623888 0.696790773163024 0.7006492537166668 0.7077958103310998 0.6979236969966749 0.7019804803596145
350 370 0.8436974714633135 0.8354995314837196 0.8383147659222505 0.8427213533852839 0.850631707116989 0.8385791301666442 0.843922935143756
370 390 0.9507625383096504 0.9412983135515108 0.9454918111294576 0.9501295035303882 0.9583624057375152 0.9447600686149809 0.9512935278096613
390 410 1.0265810615974678 1.0161960066259466 1.0217503209969958 1.026295863806924 1.0345545962074476 1.0199697811299415 1.0275589913604521
410 430 1.0756958448355123 1.0647836410329652 1.0712390659450866 1.0756916474401192 1.0839149258241998 1.0686607607140486 1.0769031570394005
430 450 1.1033421073236744 1.0921429768845126 1.0993050005435638 1.1036365795770209 1.1116653311614502 1.0960356558129185 1.104709073261619
450 470 1.113292915478129 1.102247393554178 1.109302422819662 1.113911181972048 1.1218693804089528 1.105763425660864 1.1142858932140551
470 490 1.1109661686779224 1.0998915233257145 1.1075928487884734 1.1117913860675028 1.1193142623487762 1.103506920441558 1.11236819701138
490 510 1.0982520947150283 1.0873550518181465 1.0952621544566559 1.0992513081005046 1.1064555806207585 1.090841092674211 1.0997784227269498
510 530 1.078011470763519 1.067358367908303 1.0753833102368477 1.0791653118982882 1.0859947329640114 1.070680463044593 1.0795876634865238
530 550 1.052320077856977 1.041970959445443 1.0501017694036436 1.053597888817728 1.0600581497978037 1.045169438117919 1.0540414145111814
550 570 1.022206122034089 1.0123299642664523 1.0200755629093075 1.0236500493138474 1.029856489367638 1.0151705039408836 1.0236626433898972
570 590 0.9897559992276935 0.9802483249425191 0.9878958624025966 0.9912671630781488 0.9971238563941968 0.9829481636123234 0.99122685445751
590 610 0.9557173555180776 0.9465535842591193 0.9541820533695321 0.9572793870208125 0.9627907209529002 0.9491448378523996 0.9573010680471638
610 630 0.9206905680800654 0.9119138836669444 0.9194261530941409 0.9223134322792739 0.9274744207928486 0.914361307068238 0.9222923042628276
630 650 0.8848522924421446 0.8765994717466187 0.8836029872900613 0.8865400590515582 0.8915241786660018 0.8787267738737967 0.8861901893923803
650 670 0.8496634211233527 0.8417310082828594 0.8486810402383534 0.8513491600015324 0.8559974541477433 0.8437991099724714 0.8511019236450754
670 690 0.8146290797545046 0.8070989090861254 0.8137616660781473 0.8163383174117839 0.8207468988250372 0.8089882597030101 0.8159921753953311
690 710 0.7803684586837794 0.7731934209226144 0.779730296255996 0.7820821049928943 0.7862280538430575 0.7749568730903201 0.7817451126149353
710 730 0.7467181136158776 0.7399669581507142 0.7460819503022649 0.7484530200069559 0.7524283135306451 0.7415154210946585 0.7479286005327018
730 750 0.7145028854687756 0.7080027163875701 0.714113017950156 0.7161665341320074 0.7198566294842965 0.7095793345159243 0.7159239875608141
750 770 0.6828315715910451 0.676744095341567 0.6824130599885483 0.6845379227175744 0.6880887410875784 0.6780558274716728 0.6839666371322122
770 790 0.6526317268411705 0.6468428873284586 0.6523154652824908 0.6542814574635183 0.6576412495014513 0.6480967008348214 0.6538096065918726
790 810 0.6232902216888202 0.6178707957469642 0.6229488177912739 0.6249518566831092 0.6281966664541844 0.618925780703182 0.6242728955991691
810 830 0.5950313363586672 0.5900016891825126 0.5945732182705709 0.5967120725357647 0.5998829440630454 0.5907948076116789 0.595700603027242
830 850 0.5688892543822183 0.5639145320694957 0.568866797421512 0.5704741110277877 0.5733011504669253 0.5649389848049747 0.5700483996880892
850 900 1.3116370160723472 1.300598792246675 1.311241406276084 1.3155369366551553 1.32228617364587 1.3024260042999634 1.3136771293122884
900 950 1.1685650488516477 1.158918521198372 1.1684053323604342 1.1722642831491876 1.1782382328326166 1.1603230313052315 1.1703967221013032
950 1000 1.0416000706855935 1.0331440320198308 1.0416685141305606 1.0450586583598194 1.0503435354935045 1.0342512542172704 1.0433448654385402
1000 1050 0.9290982755043478 0.9216617407840155 0.9293301070730108 0.9323320998808117 0.9370266326031916 0.9225500813001769 0.9307132089425013
1050 1100 0.8288929606428971 0.8225088632829828 0.8290054727679556 0.8319744800192866 0.8362893303857822 0.8229723956657045 0.8300767776733955
1100 1150 0.7404564748196494 0.7349074445849579 0.7405545115190136 0.7433583543071369 0.7472934303999603 0.7351129381688482 0.7413855236906348
1150 1200 0.662997020173748 0.6579244268901514 0.6634768130669046 0.6656167719144277 0.6689838704079772 0.6583428452254695 0.6643417513407787
1200 1250 0.5933032767376192 0.5889543619816358 0.5936488679765275 0.5958215722124194 0.5989539934331417 0.5890499235593767 0.5942539140951775
1250 1300 0.5320102906217551 0.5281708616097734 0.5323157447958045 0.534336829188563 0.5371736150122595 0.5281756452782691 0.5328721962144602
1300 1350 0.47689838127735573 0.47367522338234186 0.47696309968651535 0.47913369360346536 0.48186742770290064 0.47337455752133867 0.47727944978438325
1350 1400 0.4285617689891537 0.4257238930646628 0.4286757959579666 0.43062936346799546 0.43310661497464137 0.4253899190791731 0.4289619191387582
1400 1450 0.38583001309691956 0.3832213111887315 0.3860810792598428 0.3877115682688134 0.38988028047036416 0.38301061514090334 0.38640935127530474
1450 1500 0.34731403164683283 0.3450534605599638 0.347468302898471 0.349061656278144 0.35110986385801846 0.3447599227021621 0.34769584190166575
1500 15000 3.424905641988352 3.4081345992626146 3.425354915540139 3.4499321359826247 3.476304184058086 3.3967600481485576 3.425530479270554
