# N3LO Mhh cross section per bin in unit of fb at 13.6TeV
# Bin width is NOT divided
# PDF: PDF4LHC21_40, MH=125 GeV
# Mhh(min) Mhh(max) scale=(muR/mu0,muF/mu0):
# Mhh(min) Mhh(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
250 270 0.016508546611568524 0.01642086589294325 0.016053649831267346 0.016519663377829674 0.016409958193977527 0.016528146833442368 0.016034009616025212
270 290 0.13079616354626636 0.1284120981180314 0.129483451326053 0.13082515750774254 0.12836170398907668 0.1309525743584468 0.12939914615114773
290 310 0.31510826361609545 0.3083786323930941 0.3133559827257134 0.3152039885282984 0.3080628448049203 0.3155046432559813 0.3132130808209338
310 330 0.5076056249444966 0.4961142865459764 0.5062086335453503 0.5077579810384447 0.49544138642960317 0.5082226996035017 0.5057963782917838
330 350 0.6774799494708065 0.66176631312594 0.6769717329566729 0.6775795846100005 0.6605414587218397 0.6784382605451934 0.6761948557033329
350 370 0.814451036612931 0.795249952968316 0.8149391438377966 0.8144667156268497 0.7935288127048743 0.8157512886742952 0.8140701843907474
370 390 0.9172904000524797 0.8956223984120473 0.9185032323239755 0.9172428731422305 0.8934007679695789 0.918779140429242 0.9172695638249508
390 410 0.9895852373117775 0.9662887645421115 0.9913866423281346 0.9893806490796588 0.963605189711761 0.9912769560054324 0.9899737312015162
410 430 1.036665055171963 1.0123054120507982 1.0391086253384867 1.036326820457625 1.009180608527668 1.0384661653383036 1.0375611770318816
430 450 1.0630579455540357 1.038170428374574 1.0660763651707779 1.0626153878137325 1.034680451435031 1.065069608697211 1.0644987105025598
450 470 1.0724368213377875 1.047596848527166 1.0755974987980785 1.07191917472869 1.043871720120563 1.0744130000634566 1.0738234225942056
470 490 1.0700541038592075 1.0452641872478552 1.0738026767039528 1.0694044989165241 1.0412683974922468 1.0721749798213125 1.072083041559929
490 510 1.057554933112598 1.0331658388656646 1.0616052213573353 1.0568267731396719 1.0289823768819684 1.0597100885453334 1.0598468168118451
510 530 1.0375314643183224 1.0138302559474783 1.0416133208506353 1.0367446217026481 1.0095303633597414 1.0397149071179659 1.039850240199366
530 550 1.0126965345964232 0.9895886051748818 1.0170391194544584 1.0118053825190045 0.9851841207146913 1.0149108063659344 1.0154579603910365
550 570 0.9837613602253951 0.9614495940385607 0.9881396943411246 0.9828027750067059 0.9569934202597845 0.9859615183138312 0.9865689607748055
570 590 0.9522523107186334 0.93081080943762 0.9566716821982488 0.9512577442362076 0.9263202055878589 0.9544579315721287 0.9551247075849273
590 610 0.9192936958216592 0.8986605945050806 0.9237242183501434 0.9182031313962203 0.8941434414391127 0.9214644425620769 0.922235092214627
610 630 0.8853022383336212 0.865550745321417 0.8897355984996385 0.8842341570705933 0.8610849995189016 0.8874387188525281 0.8883010841377241
630 650 0.8509772873946103 0.8320977063560295 0.8553612312665817 0.8498906369100231 0.8276674812127359 0.8530690813879753 0.8539620863726957
650 670 0.8168780075187708 0.7988201999422733 0.8211909947950312 0.8157699238976985 0.7944465011202478 0.81893192508062 0.8198495614478535
670 690 0.7829561353607143 0.7657643903147774 0.7871676362480565 0.7818563876622493 0.7614760917891283 0.7849249989380408 0.785836137183604
690 710 0.7500898344244087 0.733619195796105 0.7543473134922974 0.7489447474121389 0.7293693646585371 0.7520601806897668 0.7531541399145744
710 730 0.7175311254130934 0.7019361935666687 0.7215129367714911 0.7164058897106368 0.6977975104497957 0.7194085955596184 0.720317764186138
730 750 0.6862654737103595 0.6713881891370177 0.6901660539226595 0.6851416213607125 0.667346027358052 0.6881020666979247 0.6890595846602177
750 770 0.6561336390662803 0.6419265577885832 0.6600113454675496 0.6549829776665971 0.637953651846288 0.6579201688972067 0.658967046374037
770 790 0.6268553890099003 0.6133664518476232 0.630594024484578 0.6257447569509054 0.6095100466016448 0.6285908606408683 0.6295892431738757
790 810 0.5986811644400216 0.5858845525380078 0.6022404496900167 0.5975721647988589 0.5821256895751252 0.6003739707747264 0.6013099981811245
810 830 0.571810230297292 0.5596051737492609 0.5752875446820787 0.5707228493884788 0.5559542032699686 0.5734183045385622 0.5743714464139812
830 850 0.5461929929499802 0.534526926394128 0.5496691190230665 0.5450932305256263 0.5309643041581902 0.547796661715708 0.5488614514688729
850 900 1.2592674377174637 1.2327003385375495 1.2671555363402391 1.256682712160079 1.2242967768652682 1.2629501325176937 1.2651571317538644
900 950 1.1219403221823714 1.098376321889331 1.1293264216304575 1.1194551195035898 1.0905800354098014 1.125341431513387 1.1276331110948958
950 1000 0.9996327145913507 0.9788039498148952 1.006381016463053 0.9972715567756825 0.971608806211509 1.002767432478413 1.0049344571477938
1000 1050 0.8913489701202054 0.8728799933651086 0.8975283162708353 0.8890655478968156 0.8662401380213608 0.8942898677220874 0.8963744536452486
1050 1100 0.7954148463543739 0.7790414468744157 0.8010097897087596 0.7933211834884077 0.7729786301351406 0.7980389886161461 0.7999487010006271
1100 1150 0.7110897493304739 0.696388352056874 0.7164516115062137 0.7090561793222337 0.6907741538398099 0.7135682891269054 0.7156331384020822
1150 1200 0.6351972138462081 0.6223668808089714 0.6397057149905302 0.6333700450756281 0.6172481985385907 0.6373911976282429 0.6388975710475796
