# N3LO PTh2 cross section per bin in unit of fb at 14TeV
# Bin width is NOT divided
# PDF: PDF4LHC21_40, MH=125 GeV
# PTh2(min) PTh2(max) scale=(muR/mu0,muF/mu0):
# PTh2(min) PTh2(max)  (1.,1.)    (2.,1.)    (0.5,1.)    (1.,2.)    (2.,2.)    (1.,0.5)    (0.5,0.5)   
330. 340. 0.5189793 0.5209349 0.520307 0.519275 0.5182005 0.5068707 0.5017121
340. 350. 0.4968675 0.49518239999999997 0.4986895 0.497818 0.4921085 0.4808697 0.4729008
350. 360. 0.47145 0.47836959999999995 0.4692366 0.4713445 0.4720965 0.4671074 0.45821769999999995
360. 370. 0.4372068 0.4451285 0.43519830000000004 0.44054540000000003 0.4431943 0.421389 0.41294869999999995
370. 380. 0.4344129 0.42387410000000003 0.4197818 0.42440829999999996 0.4276214 0.4164186 0.41128159999999997
380. 390. 0.387938 0.39088730000000005 0.3815698 0.3920125 0.3918007 0.3597363 0.3609137
390. 400. 0.39600789999999997 0.3885981 0.37977829999999996 0.3841586 0.3886385 0.3914651 0.370691
400. 410. 0.371424 0.3642649 0.36299190000000003 0.3608025 0.3607154 0.35346259999999996 0.3623828
410. 420. 0.3410747 0.3354405 0.339046 0.3355688 0.33599270000000003 0.3310648 0.3273044
420. 430. 0.3134841 0.3162264 0.3091028 0.31845100000000004 0.31757979999999997 0.2962076 0.2881036
430. 440. 0.3001566 0.3063937 0.2950859 0.3073219 0.3055676 0.2834059 0.27197679999999996
440. 450. 0.3042044 0.30334900000000004 0.3031125 0.3007349 0.29979140000000004 0.3011448 0.2990852
450. 460. 0.2802691 0.2814665 0.2793892 0.2799213 0.2784222 0.2723595 0.26482479999999997
460. 470. 0.2526177 0.2575849 0.25295049999999997 0.2570176 0.2592121 0.2448131 0.2349355
470. 480. 0.25117659999999997 0.25460150000000004 0.24868959999999998 0.2523631 0.2523837 0.24297180000000002 0.23643440000000002
480. 490. 0.2421621 0.2456837 0.2403456 0.240668 0.2417667 0.23732940000000002 0.23522169999999998
490. 500. 0.2159315 0.2190239 0.2145194 0.2204952 0.22119260000000002 0.20592539999999998 0.1940696
500. 510. 0.2150859 0.214393 0.2096144 0.2163397 0.21380690000000002 0.2092062 0.2022786
510. 520. 0.2037062 0.2053384 0.1997872 0.2045609 0.2056018 0.19567 0.1887586
520. 530. 0.20322110000000002 0.2019324 0.2024544 0.19915619999999998 0.1983085 0.2020616 0.1978984
530. 540. 0.1811972 0.1839326 0.1804573 0.18367270000000002 0.1845501 0.1726493 0.16747850000000003
540. 550. 0.1743433 0.1768124 0.1704806 0.17523239999999998 0.17680189999999998 0.1643106 0.1569695
550. 560. 0.1702159 0.17077869999999998 0.1683424 0.170854 0.1711052 0.16928510000000002 0.16572050000000002
560. 570. 0.1566992 0.1579923 0.15747730000000001 0.1588635 0.1585954 0.1540133 0.13835719999999999
570. 580. 0.1519858 0.15322439999999998 0.1500248 0.1539657 0.1533651 0.1458396 0.143264
580. 590. 0.1504047 0.149369 0.1490878 0.1479029 0.1468514 0.1465553 0.14077620000000002
590. 600. 0.1337084 0.1355199 0.1283567 0.13634469999999999 0.1367475 0.1194085 0.1181079
600. 610. 0.1294075 0.1283435 0.1280994 0.13040980000000002 0.1293381 0.12340790000000001 0.1216885
610. 620. 0.1358841 0.1343822 0.1326001 0.13269150000000002 0.13161040000000002 0.1359989 0.133122
620. 630. 0.11693200000000001 0.1183843 0.11530520000000001 0.1185983 0.1187434 0.11101720000000001 0.1067374
630. 640. 0.1149796 0.11662779999999999 0.11289769999999999 0.11708700000000001 0.1158796 0.1086574 0.1046502
640. 650. 0.1092925 0.10907520000000001 0.1078105 0.1094731 0.10925829999999999 0.1050622 0.102746
650. 660. 0.1032515 0.10626530000000001 0.10716339999999999 0.10538270000000001 0.1056009 0.09983647999999999 0.09764168000000001
660. 670. 0.09833203 0.09804987 0.09601014999999999 0.09859369 0.09849213000000001 0.09263201 0.08937894
670. 680. 0.09363468 0.09567904 0.09300674 0.09491754999999999 0.09543556 0.08985069 0.08604632
680. 690. 0.09104885 0.09365622000000001 0.09198184 0.09203988999999999 0.09236789000000001 0.09080609 0.08841465999999999
690. 700. 0.08892425000000001 0.08861089000000001 0.08931087000000001 0.08839596 0.08779803 0.08910702 0.08933108000000001
700. 710. 0.08072894 0.08165247 0.07937232000000001 0.08174261000000001 0.08178869 0.07541271000000001 0.07270237
710. 720. 0.07893428 0.08045439 0.07779091 0.07927553000000001 0.08075262 0.07490886000000001 0.07420749
720. 730. 0.07857291000000001 0.07688033999999999 0.07910202999999999 0.07785492 0.07801134 0.0779665 0.07946003
730. 740. 0.06576102 0.06753108 0.06367928 0.06863019 0.06893389 0.05855703 0.05504177
740. 750. 0.07056342 0.07119328 0.07060071999999999 0.07000835999999999 0.07000945 0.06873664 0.06768267
750. 760. 0.06948649999999999 0.06917526 0.06904642 0.06870134 0.06701760999999999 0.0650035 0.06352071
760. 770. 0.061308919999999996 0.0629758 0.06423078 0.0626466 0.06292545 0.05555313 0.06024869000000001
770. 780. 0.06146019 0.062319860000000005 0.06005647 0.061550969999999997 0.06144596000000001 0.059799349999999994 0.05750868
780. 790. 0.059396859999999996 0.05869804 0.05689738 0.05904857 0.05832406 0.0565941 0.05294631
790. 800. 0.05404133999999999 0.052955249999999995 0.051679050000000004 0.0535795 0.05351189 0.050621429999999995 0.04856598
800. 810. 0.05546543 0.0539605 0.05283943 0.05369039 0.05318713 0.05211784 0.05410175
810. 820. 0.04731984 0.04830669 0.04661958 0.048182 0.04884181 0.04493095 0.041876300000000005
820. 830. 0.04577169 0.0472767 0.04657116 0.046932839999999997 0.04736361 0.04398969 0.04399112
830. 840. 0.04762847 0.04722935 0.04792328 0.04821723 0.04705321999999999 0.046459589999999995 0.04633661
840. 850. 0.0449499 0.04522369 0.04406233 0.045133860000000005 0.04488139000000001 0.043597979999999995 0.04235043
850. 860. 0.039740340000000006 0.041145100000000004 0.039042719999999996 0.04180711 0.041972499999999996 0.03666349 0.03428497
860. 870. 0.04308478 0.042775549999999996 0.041858650000000004 0.042468389999999995 0.04197242 0.04240858 0.04069443
870. 880. 0.039903789999999995 0.040450570000000005 0.0397182 0.04045588 0.039960419999999996 0.03933199 0.04039984
880. 890. 0.038209440000000004 0.03856295 0.03838593 0.038007700000000005 0.037411139999999996 0.03812561 0.03754397
890. 900. 0.03590524 0.03787336 0.03565734 0.035125500000000004 0.03671249 0.03582279 0.0348121
900. 910. 0.03751705 0.037556070000000004 0.03778731 0.036767890000000004 0.03651947 0.03737288 0.03721039
910. 920. 0.029265189999999996 0.03252884 0.02845868 0.03366606 0.03364044 0.025825510000000003 0.02434331
920. 930. 0.03003317 0.03067615 0.02917493 0.03079975 0.03124933 0.02772146 0.0261198
930. 940. 0.03258975 0.03247925 0.03194306 0.0321564 0.03162948 0.03323499 0.03277824
940. 950. 0.024860860000000002 0.02599157 0.023843760000000002 0.026805119999999998 0.0275742 0.02132558 0.019272440000000002
950. 960. 0.028837559999999998 0.02863877 0.02915088 0.02870133 0.02840977 0.02844245 0.02778604
960. 970. 0.02789022 0.02790115 0.02735663 0.02808553 0.027664769999999998 0.027073230000000004 0.02675164
970. 980. 0.02339938 0.02409702 0.024882229999999998 0.024436779999999998 0.02490868 0.02404067 0.02079328
980. 990. 0.02679167 0.02795587 0.02719514 0.02686631 0.026946880000000003 0.027354459999999997 0.03315351
990. 1000. 0.018610250000000002 0.020377440000000004 0.01752288 0.02060279 0.02165944 0.01525218 0.01279392
